date,tournament,season,road_team,road_runs,home_team,home_runs,round,tier,neutral
2000-09-17,Olympics,2000,AUS,4,NED,6,,1.0,True
2000-09-17,Olympics,2000,CUB,16,RSA,0,,1.0,True
2000-09-17,Olympics,2000,ITA,2,KOR,10,,1.0,True
2000-09-17,Olympics,2000,USA,4,JPN,2,,1.0,True
2000-09-18,Olympics,2000,CUB,13,ITA,5,,1.0,True
2000-09-18,Olympics,2000,JPN,10,NED,2,,1.0,True
2000-09-18,Olympics,2000,KOR,3,AUS,5,,1.0,True
2000-09-18,Olympics,2000,USA,11,RSA,1,,1.0,True
2000-09-19,Olympics,2000,AUS,3,JPN,7,,1.0,True
2000-09-19,Olympics,2000,KOR,5,CUB,6,,1.0,True
2000-09-19,Olympics,2000,NED,2,USA,6,,1.0,True
2000-09-19,Olympics,2000,RSA,0,ITA,13,,1.0,True
2000-09-20,Olympics,2000,ITA,1,JPN,6,,1.0,True
2000-09-20,Olympics,2000,NED,4,CUB,2,,1.0,True
2000-09-20,Olympics,2000,RSA,4,AUS,10,,1.0,True
2000-09-20,Olympics,2000,USA,4,KOR,0,,1.0,True
2000-09-22,Olympics,2000,CUB,1,AUS,0,,1.0,True
2000-09-22,Olympics,2000,KOR,2,NED,0,,1.0,True
2000-09-22,Olympics,2000,RSA,0,JPN,8,,1.0,True
2000-09-22,Olympics,2000,USA,4,ITA,2,,1.0,True
2000-09-23,Olympics,2000,AUS,7,ITA,8,,1.0,True
2000-09-23,Olympics,2000,CUB,6,USA,1,,1.0,True
2000-09-23,Olympics,2000,JPN,6,KOR,7,,1.0,True
2000-09-23,Olympics,2000,NED,2,RSA,3,,1.0,True
2000-09-24,Olympics,2000,AUS,1,USA,12,,1.0,True
2000-09-24,Olympics,2000,ITA,2,NED,3,,1.0,True
2000-09-24,Olympics,2000,JPN,2,CUB,6,,1.0,True
2000-09-24,Olympics,2000,KOR,13,RSA,3,,1.0,True
2000-09-26,Olympics,2000,CUB,3,JPN,0,,1.0,True
2000-09-26,Olympics,2000,USA,3,KOR,2,,1.0,True
2000-09-27,Olympics,2000,CUB,0,USA,4,,1.0,True
2000-09-27,Olympics,2000,KOR,3,JPN,1,,1.0,True
2001-11-06,Baseball World Cup,2001,ITA,1,TPE,6,,0.7,True
2001-11-07,Baseball World Cup,2001,NCA,5,FRA,1,,0.7,True
2001-11-07,Baseball World Cup,2001,RSA,0,KOR,2,,0.7,True
2001-11-07,Baseball World Cup,2001,USA,4,DOM,6,,0.7,True
2001-11-08,Baseball World Cup,2001,FRA,0,TPE,10,,0.7,True
2001-11-08,Baseball World Cup,2001,KOR,10,ITA,0,,0.7,True
2001-11-08,Baseball World Cup,2001,NCA,4,DOM,8,,0.7,True
2001-11-08,Baseball World Cup,2001,RSA,0,USA,5,,0.7,True
2001-11-09,Baseball World Cup,2001,DOM,3,FRA,1,,0.7,True
2001-11-09,Baseball World Cup,2001,ITA,11,RSA,2,,0.7,True
2001-11-09,Baseball World Cup,2001,TPE,4,NCA,2,,0.7,True
2001-11-09,Baseball World Cup,2001,USA,11,KOR,0,,0.7,True
2001-11-10,Baseball World Cup,2001,FRA,1,KOR,14,,0.7,True
2001-11-10,Baseball World Cup,2001,ITA,3,DOM,5,,0.7,True
2001-11-10,Baseball World Cup,2001,NCA,3,USA,1,,0.7,True
2001-11-10,Baseball World Cup,2001,TPE,8,RSA,2,,0.7,True
2001-11-11,Baseball World Cup,2001,DOM,0,KOR,4,,0.7,True
2001-11-11,Baseball World Cup,2001,FRA,1,ITA,5,,0.7,True
2001-11-11,Baseball World Cup,2001,RSA,0,NCA,13,,0.7,True
2001-11-11,Baseball World Cup,2001,TPE,0,USA,6,,0.7,True
2001-11-13,Baseball World Cup,2001,DOM,1,TPE,5,,0.7,True
2001-11-13,Baseball World Cup,2001,FRA,3,RSA,4,,0.7,True
2001-11-13,Baseball World Cup,2001,ITA,0,USA,8,,0.7,True
2001-11-13,Baseball World Cup,2001,KOR,12,NCA,1,,0.7,True
2001-11-14,Baseball World Cup,2001,KOR,1,TPE,5,,0.7,True
2001-11-14,Baseball World Cup,2001,NCA,5,ITA,2,,0.7,True
2001-11-14,Baseball World Cup,2001,RSA,5,DOM,15,,0.7,True
2001-11-14,Baseball World Cup,2001,USA,17,FRA,0,,0.7,True
2003-10-12,Baseball World Cup,2003,JPN,12,NED,2,,0.7,True
2003-10-12,Baseball World Cup,2003,MEX,0,USA,4,,0.7,True
2003-10-12,Baseball World Cup,2003,TPE,3,CUB,6,,0.7,True
2003-10-13,Baseball World Cup,2003,BRA,6,PAN,11,,0.7,True
2003-10-13,Baseball World Cup,2003,CAN,4,NCA,2,,0.7,True
2003-10-13,Baseball World Cup,2003,CHN,6,FRA,5,,0.7,True
2003-10-13,Baseball World Cup,2003,RUS,1,ITA,9,,0.7,True
2003-10-14,Baseball World Cup,2003,CAN,10,RUS,0,,0.7,True
2003-10-14,Baseball World Cup,2003,FRA,0,JPN,18,,0.7,True
2003-10-14,Baseball World Cup,2003,KOR,0,CUB,4,,0.7,True
2003-10-14,Baseball World Cup,2003,NCA,5,TPE,2,,0.7,True
2003-10-14,Baseball World Cup,2003,NED,12,CHN,5,,0.7,True
2003-10-14,Baseball World Cup,2003,PAN,7,MEX,3,,0.7,True
2003-10-14,Baseball World Cup,2003,USA,7,BRA,1,,0.7,True
2003-10-15,Baseball World Cup,2003,BRA,5,MEX,3,,0.7,True
2003-10-15,Baseball World Cup,2003,CAN,2,TPE,10,,0.7,True
2003-10-15,Baseball World Cup,2003,ITA,5,NCA,6,,0.7,True
2003-10-15,Baseball World Cup,2003,JPN,16,CHN,1,,0.7,True
2003-10-15,Baseball World Cup,2003,NED,12,FRA,0,,0.7,True
2003-10-15,Baseball World Cup,2003,PAN,5,USA,12,,0.7,True
2003-10-15,Baseball World Cup,2003,RUS,3,KOR,26,,0.7,True
2003-10-17,Baseball World Cup,2003,CAN,5,ITA,3,,0.7,True
2003-10-17,Baseball World Cup,2003,JPN,8,BRA,2,,0.7,True
2003-10-17,Baseball World Cup,2003,KOR,2,TPE,8,,0.7,True
2003-10-17,Baseball World Cup,2003,MEX,5,CHN,0,,0.7,True
2003-10-17,Baseball World Cup,2003,NED,2,PAN,4,,0.7,True
2003-10-17,Baseball World Cup,2003,RUS,1,CUB,20,,0.7,True
2003-10-17,Baseball World Cup,2003,USA,14,FRA,2,,0.7,True
2003-10-18,Baseball World Cup,2003,BRA,2,NED,1,,0.7,True
2003-10-18,Baseball World Cup,2003,FRA,0,MEX,15,,0.7,True
2003-10-18,Baseball World Cup,2003,ITA,0,CUB,7,,0.7,True
2003-10-18,Baseball World Cup,2003,JPN,10,PAN,4,,0.7,True
2003-10-18,Baseball World Cup,2003,KOR,17,CAN,5,,0.7,True
2003-10-18,Baseball World Cup,2003,NCA,14,RUS,3,,0.7,True
2003-10-18,Baseball World Cup,2003,USA,4,CHN,1,,0.7,True
2003-10-19,Baseball World Cup,2003,CHN,1,PAN,17,,0.7,True
2003-10-19,Baseball World Cup,2003,CUB,8,CAN,0,,0.7,True
2003-10-19,Baseball World Cup,2003,FRA,4,BRA,7,,0.7,True
